sentence,label
淘宝如何解决店铺流量问题？,科技
北京市首家云税体验中心落户通州,科技
苹果iOS11.4 beta4来了，值得更新吗？,科技
什么是小程序？,科技
人民网：抢占区块链技术发展窗口成为中国地方政府重要任务,科技
下班后，有什么可以在网上做的兼职？,科技
苹果究竟怎么了？官方间接承认：发布前便知MacBook键盘存在缺陷,科技
阿里零售通杀入自贩机领域，低押金不限制商品，为小店全面赋能,科技
北京西二旗月薪5万的程序员真实生活状态什么样子的？,科技
从小米正式递交的招股书来看，小米预计估值多少？,科技
PC业务、手机业务全线溃败，跌落神坛的联想还有救吗？,科技
比特币挖矿到底在计算什么？,科技
为什么OPPO能火？,科技
谷歌2018开发者大会，AI技术助力新产品,科技
为什么滴滴公司要给不合法的车辆和司机派单？,科技
2018年第一季度中国各省市固定宽带网络平均下载速率排行榜TOP10,科技
如果三星集团破产，韩国会怎样？,科技
中国生殖医学创始人：如何从家人身上预测你未来会不会得癌症？,科技
如何把视频和音乐结合起来？,科技
没货源开店？新手学会这四点轻松找到优质货源,科技
如果支付宝可以贷房款，银行们会怎么样？,科技
Android P来了，你准备好了吗？,科技
买地造楼停不下来！硅谷巨头们致力扩张成基建狂魔,科技
为何抛弃了飞利浦，选择了小米家的电动牙刷,科技
如何评价文章《腾讯没有梦想》，腾讯是否真的在丧失产品能力变成投资公司？,科技
阿里-研制出世界最强量子电路模拟器（附股）,科技
如果人类造出时光机，回到过去后真的会改变历史吗？,科技
手机运行内存6G，但为什么实际可用的只有3G左右？,科技
区块链拥抱旅游业 丝路旅游链首创“旅游生态世界”！,科技
如何看待旅游业应用区块链？丝路旅游链应用前景,科技
华为输了5G标准会导致我们中国企业失去什么？,科技
盲目自信？爱立信认为在5G时代，美国仍领先世界,科技
为什么当年马化腾贱卖QQ，没有人要？,科技
2017年华为全闪存存储收入增长率全球第一,科技
如果苹果和腾讯真的中断了合作，苹果下架腾讯所有APP，你会换手机吗？,科技
什么是混改，为什么要联通混改，而不是电信或者移动呢？,科技
OPPO R15梦镜红版开箱上手！,科技
原来不用打开微信就能和好友聊天，方便又实用，还不知道就out了,科技
魔幻手机：游所为滥用虚拟功能，结果把自己从天下摔下来了？,科技
让“蚂蚁”服务更多“小微”,科技
有必要用两个手机号吗？,科技
做短视频，该做哪个方向？哪个比较好？,科技
英国8家企业将首次亮相2018数博会，参展国外企业已近40家,科技
2018年推出第一波5G智能手机，预计速度将达到4G/LTE设备的四倍,科技
如何看待二更食堂《托你们的福，那个杀害空姐的司机，正躺在家数钱》一文？,科技
数据智能赋能营销，京东实力斩获金鼠标双项大奖,科技
三星布局MR头显，移动VR进入新时代,科技
联想把5G关键票投给了高通，掀起全国的舆论风暴，企业有权利按照自己意愿决择吗？,科技
预算一千左右，有哪些续航能力不错，屏小一点的手机可以推荐？,科技
小米6手机怎么样，做工可好？,科技
若你今后要一直当教师，这些建议你提前知晓,科技
如何总结常锋无人机油动和电动的优劣性？,科技
如何看待联想总裁杨元庆？,科技
阿里云象联合发力生鲜后端，首届全球生鲜峰会在杭召开,科技
支付宝新上线的两只货币基金，博时现金收益A和中欧滚钱宝货币A哪只更好啊？,科技
大搜车姚军红：从“1%佣金”开始的二手车生态之战,科技
同配置的荣耀v10降价后，仍比荣耀10贵，究竟差在哪？,科技
联想在短码上没有支持华为是不是谣言？,科技
瑞为技术获英特尔领投B+轮融资，加速视觉感知产品应用落地,科技
新富豪榜：有史以来第一次前十身家千亿，没想到这家造车的也上榜,科技
索尼全画幅微单值不值的入手，新手？,科技
原来连接陌生wifi这么简单，手机秒解密码，还不看看？,科技
2018 无线充电走向何处？“SoC 芯合一”或引领 TX 新方向,科技
iphone8和iphonex哪个更值得入手？,科技
半导体行业重回景气周期，晶圆厂兴建带动增长,科技
重磅：阿里并购的Daraz都来了，看看亚非拉电商市场该怎么玩？,科技
赵明微头条辟谣荣耀AI工程师被苹果挖走传闻,科技
基于微信10亿+用户，小程序到底该不该做？,科技
外媒：阿里腾讯激战东南亚市场 谁会输谁会赢？,科技
没有小米家电买小爱音箱mini干啥？来了解一下聪明的小爱同学,科技
锤子究竟是一家怎样的公司，为何如此拥有关注度？,科技
资管新规刚出！就有产品称保本无风险 提前支取也能兑,科技
微信和苹果要针对“打赏”谈判了，该着急的究竟是谁？,科技
支付宝将被“严格管制”，已加入网联，涉及每笔转账交易,科技
从20%暴跌到0.8%仅用五年，三星手机为何会在中国遇雪崩式溃败？,科技
华为手机能不能升级安卓8.0系统？,科技
未来五年实体店的走向和发展趋势如何？,科技
沙参有何功效？又分南、北二种如何区别应用？,科技
扎克伯格の野望：强社交+零距离的新流量赛道,科技
雷军的小米玩平台，现在上市了，普通人应该如何打造平台经营,科技
联想会成为下一个金立吗？,科技
人工智能遍地开花，“小豹音箱”一鸣惊人！,科技
百度地图可以在美国导航吗？,科技
怎样才能打造淘宝爆款？,科技
学习编程需要考哪些证书？,科技
GMIC盛况回顾：来自62个国家的3万参会者聚在一起是怎样的体验？,科技
陆奇举刀，百度第三次重组内阁,科技
5G投票门，联想应该如何应对？,科技
联想5G投票事件中，企业有没有权利按照自己意愿选择？,科技
如果有一天发现了地球以外的生命，人类会怎么做？,科技
危机四伏，区块链游戏如何杀出重围？,科技
用微信登录朋友的账号，自己的账号需要退出吗？,科技
现在花3999买一台iphone6s plus32G，还值得吗？,科技
5G投票门，联想应该如何应对？,科技
开发者看过来，区块链技术已成为最热门的职业技能！,科技
魔盒CITYBOX完成亿元B+轮融资 创始人称从未想过涉足无人货架,科技
为什么腾讯当年会和360展开3Q大战，而现在面对苹果的打压，却一味吞声忍气？,科技
华为要向支付宝微信开战了最终华为握手支付宝，微信支付要凉了？,科技
每天三分钟，热点每天看：想象一下2的80次方穷举搜索,科技
怎么自己设置苹果来电铃声？,科技
如何在微信朋友圈发布长视频？,科技
巅峰对话：汽车电商化现状与新零售,科技
五万块存款全部存进余额宝安全吗？,科技
腾讯进击受挫：自身护城河是否坚固？,科技
5年后阿里和腾讯哪个市值更大？,科技
中、西部地区下载速度垫底 网友：快用搜狗浏览器啊！,科技
从马化腾张一鸣的互撕看微信、头条和支付宝的区隔,科技
又是一个“秒杀”特斯拉的全球首款，荣威MARVEL X真的行吗？,科技
这次图没P，马化腾张一鸣公然互掐！他们到底什么仇什么怨？,科技
电动载物爬楼机,科技
OPPO手机用久了内存太多？教你一招，马上释放几十G内存！,科技
传QQ炫舞团队投身区块链创业 或改变区块链游戏的单一格局,科技
前几年很火的3D打印技术，为什么现在没有人提了？,科技
2018天猫TES奖项公布，含金量十足、为商家带来“首页置顶”福利,科技
云集成立三周年，2017年交易额突破100亿,科技
联想智能变革发力，杨元庆宣布设立智能设备业务集团,科技
支付宝里面的理财产品可以买吗？,科技
AI医药研发公司晶泰科技与辉瑞制药签订战略研发合作,科技
一分钟了解红米s2：骁龙一代神u+小米6同款相机，999起售,科技
魅族15疯抢不断：这几个亮点足够买账了！,科技
一手线报！余额宝被“抢饭碗”，这三家你会选哪个？,科技
雀搜，带你一起进入大数据平台,科技
下载游戏时，哪些软件比较好用？,科技
微信授权你真的留心过吗？学会微信这个功能，个人隐私严严实实！,科技
网联续收编微信支付后，再次将支付宝纳入网络支付监管清算服务中,科技
微信转错账怎么办？不用急，教你一招，手机自动帮你追回转走的钱,科技
如何用Word文档快速更换证件照背景色？,科技
成都上百辆共享单车被活埋，是什么情况？,科技
如何评价5月8日张一鸣与马化腾在朋友圈的争论？,科技
三万多的电动车，电池能用几年？,科技
这不是科幻片！科学家称未来计算机或能删除你的思想,科技
Exynos8895和骁龙835，哪个更好？,科技
今天马云又为浙商站台！没想到连任正非都是浙商？,科技
你从iPhone换回安卓的感受是怎样的呢？,科技
马伟明院士发明了什么技术可以让航母不用核动力就可以用电磁弹射？,科技
长三角医疗联盟是如何“共享医疗”的？,科技
风口正当时：当智慧城市遇上5G,科技
EOS代币每年通胀5%，预计2019年6月后EOS才能真正起飞,科技
联想常程喊话小米死磕到底 联想Z5是杀手锏最新曝光,科技
手机用久了卡顿反应慢？只需按下这里，手机瞬间流畅运行快,科技
